Nome;Pergunta;Resposta
Adenocard injetável;De que maneira Adenocard injetável deve ser administrado?;As quantidades de Adenocard injetável a utilizar e a duração do tratamento, dependem do problema a tratar, do estado da doença e da resposta individual de cada paciente, sendo que, devem ser indicadas pelo seu médico. Adenocard é um medicamento para uso hospitalar, que apenas deve ser administrado intravenosamente por um médico ou enfermeiro.
Adenocard injetável;Existem reações adversas conhecidas de Adenocard injetável?;Alguns dos efeitos colaterais de Adenocard injetável incluem dor ou pressão no peito, alteração dos batimentos cardíacos, visão embaçada e alteração do pensamento, desmaio, tontura, dor na garganta, dor ou rigidez no pescoço ou queixo.
Adenocard injetável;Existem situações em que o uso de Adenocard injetável não é recomendado?;Adenocard está contraindicado para pacientes com pressão baixa, doenças ou problemas de coração e para pacientes com alergia à Adenosina ou a outros componentes da fórmula.
Adenocard injetável;Como Adenocard injetável atua no organismo para produzir seus efeitos?;Adenocard é um medicamento que tem na sua composição Adenosina, um composto com ação no músculo do coração e no sistema de condução. Adenocard é assim capaz de tratar os batimentos cardíacos irregulares, também conhecidos por arritmias.
Adesivo Dorflex Icy Hot;Qual é a finalidade do medicamento Adesivo Dorflex Icy Hot?;Dorflex Icy Hot é indicado para o tratamento de situações onde há dor e inflamação como contusões ou traumas, dores musculares, cãibras ou torcicolos, em adultos.
Adesivo Dorflex Icy Hot;Como usar Adesivo Dorflex Icy Hot?;Dorflex Icy Hot deve ser aplicado sobre a região a tratar do seguinte modo:
Adesivo Dorflex Icy Hot;Quais são os potenciais efeitos indesejados de Adesivo Dorflex Icy Hot?;Alguns dos efeitos colaterais de Dorflex Icy Hot podem incluir reações de alergia na pele com vermelhidão, inchaço ou coceira na pele.
Adesivo Dorflex Icy Hot;Existem situações em que o uso de Adesivo Dorflex Icy Hot não é recomendado?;Dorflex Icy Hot está contraindicado para pacientes com alergia a algum dos componentes da fórmula. Além disso, a utilização de Dorflex Icy Hot está também contraindicada na pele ferida ou com rachaduras.
Adesivo Dorflex Icy Hot;Como Adesivo Dorflex Icy Hot atua no organismo para produzir seus efeitos?;Dorflex Icy Hot é um adesivo flexível que começa por primeiro resfriar a região a tratar e depois aquecendo-a, o que diminui a dor e a inflamação no local.
Adinos gel;Para que serve Adinos gel?;Adinos gel é indicado para lesões com origem inflamatória, no tratamento de dermatite atópica e seborreica de face e para doenças inflamatórias e pruriginosas de pele, em adultos e crianças com mais de 3 meses.
Adinos gel;Quais são as orientações específicas para utilizar Adinos gel?;Adinos gel deve ser aplicado de acordo com as indicações do seu médico, sendo recomendado aplicar uma fina camada do produto sobre a área afetada. Caso seja necessário, esta área pode ser coberta após a aplicação de Adinos gel.
Adinos gel;Quais os males que Adinos gel pode me causar?;Alguns dos efeitos colaterais de Adinos gel incluem dilatação das paredes dos vasos sanguíneos nas áreas de aplicação, tornando-os mais visíveis, a pele rosada e mais fina, agravamento das espinhas, ressecamento da pele, dermatite de contato, prurido e aumento da ocorrência de infecções secundárias por fungos.
Adinos gel;Em que circunstâncias eu não deveria utilizar Adinos gel?;Adinos gel está contraindicado para o tratamento de lesões tuberculosas, sifilíticas e virais, para crianças com menos de 3 meses de idade e para pacientes com alergia à Desonida ou a outros componentes da fórmula.
Adinos gel;Como funciona Adinos gel?;Adinos gel é um creme para uso tópico que tem na sua composição Desonida, um corticosteroide capaz de atuar em dermatoses sensíveis e que apresenta propriedades anti-inflamatórias e antipruriginosas.
Advantan 1mg;Para que serve Advantan 1mg?;Advantan em loção ou creme é indicado para aliviar alergias e inflamação na pele como eczema, dermatite atópica e queimadura solar.
Advantan 1mg;Como usar Advantan 1mg?;Deve-se aplicar uma camada fina na pele da zona afetada, uma vez ao dia, massageando suavemente. A duração do tratamento não deve ultrapassar as 2 semanas no caso da loção e, no caso do creme, até 12 semanas em adultos ou 4 semanas em crianças.
Advantan 1mg;Existem reações adversas conhecidas de Advantan 1mg?;Os efeitos colaterais são queimação ou coceira no local de aplicação, formação de bolhas, dor, secura da pele, crescimento exagerado de pelos, descoloração ou pele descamando.
Advantan 1mg;Existem situações em que o uso de Advantan 1mg não é recomendado?;Não deve ser aplicado em grávidas ou durante a amamentação, assim como em crianças com menos de 4 meses e nos casos de feridas na pele, acne ou de infecção por tuberculose, sífilis, ou herpes.
Advantan 1mg;Quais são os princípios do funcionamento de Advantan 1mg?;Advantan loção ou creme contém na sua fórmula aceponato de metilprednisolona, um corticoide que diminuiu os sintomas de alergia como vermelhidão, coceira, inchaço ou dor.
Aerius;O que Aerius pretende tratar?;Aerius é um medicamento indicado para o alivio dos sintomas da rinite alérgica, como espirros, corrimento ou coceira nasal, coceira no céu da boca e lacrimejo, vermelhidão ou coceira nos olhos, em adultos e crianças. Além disso, Aerius também é indicado para o alivio dos sintomas associados à urticária, como coceira e bolinhas ou manchas vermelhas na pele.
Aerius;Como usar Aerius?;Aerius comprimidos
Aerius;Quais são os riscos para a saúde relacionados ao uso de Aerius?;Alguns dos efeitos colaterais de Aerius incluem cansaço extremo, boca seca, dor de cabeça, reações de alergia graves com sintomas como alterações dos batimentos cardíacos ou falta de ar, batimento cardíaco rápido ou anormal, vômitos, tontura, urticária na pele, dor e sensação de desconforto no estômago, náusea, diarreia, sonolência, problemas em dormir,  dores musculares, alucinações, convulsões, agitação e aumento dos movimentos do corpo.
Aerius;Em que circunstâncias eu não deveria utilizar Aerius?;Aerius​ está contraindicado para pacientes com alergia à Desloratadina ou a outros componentes da fórmula. Além disso, Aerius comprimidos está também contraindicado para crianças com menos de 12 anos de idade e Aerius xarope para crianças com menos de 1 anos de idade.
Aerius;Qual é o mecanismo de ação de Aerius?;Aerius é um medicamento que tem na sua composição Desloratadina, um composto anti-histamínico que ajuda não só a controlar a reação alérgica, como também os seus sintomas.
Aero;Para que serve Aero?;Aero-OM em cápsula mole, comprimido para mastigar ou solução oral é indicado para o tratamento da dor, inchaço e desconforto causados pelos gases acumulados no estômago ou intestino.
Aero;Como usar Aero?;Aero-OM cápsula mole:
Aero;Quais são os potenciais efeitos indesejados de Aero?;Alguns dos efeitos colaterais de Aero-OM podem incluir sensibilidade e coceira na pele, diarreia, náusea, vômito ou dor abdominal.
Aero;Existem situações em que o uso de Aero não é recomendado?;Aero-OM está contraindicado para pacientes com suspeita de existir obstrução intestinal Ileus e para pacientes com alergia ao Simeticone ou a algum dos componentes da fórmula.
Aero;Quais são os princípios do funcionamento de Aero?;Aero-OM tem em sua composição simeticone, uma substância ativa que pertence a um grupo de medicamentos que reduz a acumulação de gases no estômago e nos intestinos.
Aeroflux;Para que serve Aeroflux?;Aeroflux edulito é indicado no tratamento de desordens respiratórias em que o broncoespasmo (contração dos brônquios) e a secreção excessiva de muco são fatores agravantes como, por exemplo, asma brônquica, bronquite crônica e enfisema.
Aeroflux;Quais são as instruções para o uso correto de Aeroflux?;O aumento da frequência de uso de medicamentos como o Aeroflux pode ser sinal de agravamento da asma.
Aeroflux;Quais são os possíveis efeitos colaterais associados a Aeroflux?;Efeitos colaterais muito comuns:
Aeroflux;Quando não devo usar Aeroflux?;O uso de Aeroflux edulito é contraindicado a pacientes com hipersensibilidade (alergia) conhecida a qualquer componente da fórmula e em casos de ameaça de aborto.
Aeroflux;Quais são os processos biológicos desencadeados por Aeroflux?;Aeroflux edulito é a associação de uma substância broncodilatadora (salbutamol) e um expectorante (guaifenesina).
Aerogold;Em que situações médicas é recomendado o uso de Aerogold?;Aerogold é indicado para crises de asma, bronquite crônica e enfisema, no tratamento e prevenção do espasmo brônquico, em crianças e adultos.
Aerogold;De que maneira Aerogold deve ser administrado?;A dose recomendada de Aerogold deve ser indicada pelo médico pois vai depender do problema a tratar, da idade e da resposta de cada paciente. Porém, geralmente, a dose recomendada de Aerogold vai variar entre os 100 e os 200 mcg, o equivalente a 1 ou 2 inalações, de acordo com indicação médica.
Aerogold;Existem reações adversas conhecidas de Aerogold?;Alguns dos efeitos colaterais de Aerogold​ podem incluir aumento dos batimentos do coração, tremores ligeiros e dor de cabeça.
Aerogold;Quando não devo usar Aerogold?;Aerogold está contraindicado para pacientes com alergia ao Sulfato de Salbutamol ou a algum dos componentes da fórmula.
Aerogold;Como Aerogold atua no organismo para produzir seus efeitos?;Aerogold​ tem na sua composição Salbutamol, um broncodilatador que atua sobre adrenoreceptores da musculatura brônquica, sendo assim capaz de promover uma broncodilatação de curta duração e inicio de acção rápido. Assim, Aerogold é capaz de aliviar e prevenir sintomas de ataques asmáticos, bronquite crônica ou efisema.
Aerolin;O que Aerolin pretende tratar?;Aerolin é indicado para o alívio do espasmo brônquico causado por crises de asma, bronquite crônica e enfisema, em adultos e crianças.
Aerolin;Como usar Aerolin?;Aerolin Spray
Aerolin;Quais são os possíveis efeitos colaterais associados a Aerolin?;Alguns dos efeitos colaterais de Aerolin podem incluir tremor, dor de cabeça, taquicardia, irritação na boca e na garganta ou câimbra muscular.
Aerolin;Em que circunstâncias eu não deveria utilizar Aerolin?;Aerolin está contraindicado para pacientes com alergia ao Salbutamol ou a algum dos componentes da fórmula.
Aerolin;Quais são os princípios do funcionamento de Aerolin?;Aerolin tem na sua composição sulfato de salbutamol, um composto que pertence ao grupo dos broncodilatadores. Este composto, relaxa a musculatura das paredes dos brônquios, ajudando a abrir as vias aéreas, tornando assim mais fácil a entrada e saída de ar dos pulmões. Assim, Aerolin promove o alívio do aperto e chiado no peito e da tosse, facilitando deste modo a respiração.
Afrin;Para que serve Afrin?;O Afrin é uma solução nasal em spray, indicada para o alívio sintomático da congestão nasal e nasofaríngea decorrentes do resfriado comum, sinusite, febre ou outras alergias das vias aéreas superiores.
